Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,state
9/3/2017,1.69,155772.26,71468.66,15124.65,147.23,6931.72,53354.85,1143.68,4633.19,conventional,2017,StLouis,Missouri
8/27/2017,1.71,153581.11,68563.36,18506.1,214.47,66297.18,53462.64,6959.92,5874.62,conventional,2017,StLouis,Missouri
8/20/2017,1.6,168054.68,77753.47,20659.5,233.13,6948.58,6881.95,5823.82,272.81,conventional,2017,StLouis,Missouri
8/13/2017,1.49,169526.52,81583.85,16239.33,251.27,71452.7,6139.12,7179.81,4133.14,conventional,2017,StLouis,Missouri
8/6/2017,1.49,163833.23,73948.62,18312.07,174.67,71397.87,5772.94,988.27,4588.66,conventional,2017,StLouis,Missouri
7/30/2017,1.52,154896.27,66450.58,19148.7,157.76,69139.23,62761.15,426.8,2117.28,conventional,2017,StLouis,Missouri
7/23/2017,1.33,194261.62,99724.67,17159.84,192.82,77184.29,66945.66,5322.86,4915.77,conventional,2017,StLouis,Missouri
7/16/2017,1.45,176564.58,77376.85,17792.83,217.5,81177.4,66888.6,1169.59,3219.21,conventional,2017,StLouis,Missouri
7/9/2017,1.26,214965.37,107971.62,10695.31,123.97,96174.47,94133.65,25.56,35.26,conventional,2017,StLouis,Missouri
7/2/2017,1.14,192174.84,102625.76,9979.67,461.09,7918.32,78516.16,525.73,66.43,conventional,2017,StLouis,Missouri
6/25/2017,1.31,185418.99,76172.59,13284.98,121.52,95839.9,79384.95,15959.99,494.96,conventional,2017,StLouis,Missouri
6/18/2017,1.3,201993.63,76343.74,14887.64,140.98,11621.27,87817.63,2679.7,2124.57,conventional,2017,StLouis,Missouri
6/11/2017,1.32,197442.71,76191.65,15824.35,224.01,1522.7,84981.22,16665.5,3556.43,conventional,2017,StLouis,Missouri
6/4/2017,1.28,211538.7,80655.86,13450.19,895.48,116537.17,93.72,2135.3,5471.15,conventional,2017,StLouis,Missouri
5/28/2017,1.23,220314.55,79848.31,14664.64,490.82,12531.78,12547.24,17838.96,4924.58,conventional,2017,StLouis,Missouri
5/21/2017,1.17,229193.81,93195.05,13886.31,178.09,121934.36,98532.73,2541.92,2859.71,conventional,2017,StLouis,Missouri
5/14/2017,1.3,196829.3,67091.48,10233.19,147.73,119356.9,89952.4,29354.55,5.31,conventional,2017,StLouis,Missouri
5/7/2017,1.37,214795.58,85199.26,18033.84,265.76,111296.72,78386.36,32515.65,394.71,conventional,2017,StLouis,Missouri
4/30/2017,1.37,200743.79,118005.58,22429.27,203.47,615.47,5945.76,191.94,462.77,conventional,2017,StLouis,Missouri
4/23/2017,1.51,174613.45,82661.42,23248.85,252.37,6845.81,6784.51,57.89,138.41,conventional,2017,StLouis,Missouri
4/16/2017,1.52,144788.05,65731.57,20965.11,237.17,57854.2,5597.7,77.36,1869.14,conventional,2017,StLouis,Missouri
4/9/2017,1.27,145196.59,77305.55,12263.89,83.21,55543.94,55522.64,21.3,,conventional,2017,StLouis,Missouri
4/2/2017,1.33,116596.47,63506.59,8377.96,75,44636.92,4461.25,26.67,,conventional,2017,StLouis,Missouri
3/26/2017,1.33,110960.45,46092.99,8922.44,72.24,55872.78,55422.18,383.93,66.67,conventional,2017,StLouis,Missouri
3/19/2017,1.18,136296.62,64278.57,9737.04,94.67,62186.34,51285.5,19.84,,conventional,2017,StLouis,Missouri
3/12/2017,1.36,102939.99,48343.63,10325.95,49.81,4422.6,43898.79,321.81,,conventional,2017,StLouis,Missouri
3/5/2017,1.38,112515.7,48508.49,8252.62,60.86,55693.73,48821.55,6872.18,,conventional,2017,StLouis,Missouri
2/26/2017,1.29,142253.42,53308.66,12854.89,123.35,75966.52,61695.35,14271.17,,conventional,2017,StLouis,Missouri
2/19/2017,1.09,144525.33,76057.35,8727.38,161.48,59579.12,52365.6,7213.52,,conventional,2017,StLouis,Missouri
2/12/2017,0.99,153045.63,60850.47,12420.08,163.12,79611.96,79283.25,98.15,23.56,conventional,2017,StLouis,Missouri
2/5/2017,0.88,237276.96,131630.24,15888.64,160.63,89597.45,7985.9,9792.36,,conventional,2017,StLouis,Missouri
1/29/2017,1,192362.18,80253.19,15081.96,159.98,96867.5,63464.66,3342.39,,conventional,2017,StLouis,Missouri
1/22/2017,1.14,155424.95,63018.91,8315.4,105.28,83985.36,5435.1,29635.26,,conventional,2017,StLouis,Missouri
1/15/2017,1.11,183270.4,71169.65,10367.87,63.07,11669.81,7267.3,28999.78,,conventional,2017,StLouis,Missouri
1/8/2017,1.11,152614.52,65552.6,10274.73,133.06,76654.13,581.46,18595.6,48.61,conventional,2017,StLouis,Missouri
1/1/2017,1.11,144323.7,90181.75,10226.35,212.85,4372.75,39615.42,487.33,,conventional,2017,StLouis,Missouri
3/25/2018,1.25,165209.29,80921.04,7515.78,518.71,76253.76,65742.81,1499.14,11.81,conventional,2018,StLouis,Missouri
3/18/2018,1.07,191261.08,90217.1,6557.08,418.97,9467.93,85441.83,8175.36,45.74,conventional,2018,StLouis,Missouri
3/11/2018,1.02,249444.49,119801,6013.84,404.77,123224.88,9913.17,1995.2,4144.69,conventional,2018,StLouis,Missouri
3/4/2018,1.32,172050.58,67717.05,9189.29,437.35,9476.89,6921.53,16517.88,8978.48,conventional,2018,StLouis,Missouri
2/25/2018,1.29,188826.97,91834.24,12327.4,470.34,84194.99,752.46,1417.7,125.46,conventional,2018,StLouis,Missouri
2/18/2018,1.22,172847.28,100935.83,7745.41,388.29,63777.75,46.98,17776.77,,conventional,2018,StLouis,Missouri
2/11/2018,1.15,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,1998.97,,conventional,2018,StLouis,Missouri
2/4/2018,0.9,322673.64,174119.26,7272.61,456.41,14825.36,114234.23,26591.13,,conventional,2018,StLouis,Missouri
1/28/2018,1.24,208484.39,97083.74,7111.09,464.04,13825.52,8111.21,22724.31,,conventional,2018,StLouis,Missouri
1/21/2018,1.05,257250.2,98471.49,7427.5,582.75,15768.46,12395.8,26817.66,,conventional,2018,StLouis,Missouri
1/14/2018,1.36,171192.49,76981.79,12192.94,419.29,81598.47,6537.95,16227.52,,conventional,2018,StLouis,Missouri
1/7/2018,1.34,171869.94,93054.39,13758.41,541.05,64516.9,5312.31,11395.78,,conventional,2018,StLouis,Missouri
12/27/2015,1.07,7851.73,1347.91,935.8,12.36,5555.66,214.52,5341.14,,organic,2015,StLouis,Missouri
12/20/2015,1.34,5230.35,1228.13,866.31,8.84,3127.7,47.86,379.21,,organic,2015,StLouis,Missouri
12/13/2015,1.8,2368.84,1002.83,927.34,0,438.67,25.73,412.94,,organic,2015,StLouis,Missouri
12/6/2015,2.12,2339.64,733.63,1478.08,0,127.93,24.55,13.38,,organic,2015,StLouis,Missouri
11/29/2015,1.58,3886.94,1748.75,1098.88,0,139.31,33.33,15.98,,organic,2015,StLouis,Missouri
11/22/2015,1.35,5054.8,1866.07,1133.16,0,255.57,7,1985.57,,organic,2015,StLouis,Missouri
11/15/2015,1.25,5712.92,1627.01,1240.67,10.7,2834.54,227.2,267.34,,organic,2015,StLouis,Missouri
11/8/2015,1.48,4963.92,1709.66,1279.12,194.73,178.41,388.94,1391.47,,organic,2015,StLouis,Missouri
11/1/2015,1.04,7189.48,1566.6,975.77,277.51,4369.6,63.79,3765.81,,organic,2015,StLouis,Missouri
10/25/2015,1.2,6581.8,1676.18,1349.56,227.92,3328.14,4,3288.14,,organic,2015,StLouis,Missouri
10/18/2015,1.26,7031.45,1817.97,1798.19,0,3415.29,56.67,3358.62,,organic,2015,StLouis,Missouri
10/11/2015,1.57,4180.11,1197.54,1561.3,0,1421.27,76.67,1344.6,,organic,2015,StLouis,Missouri
10/4/2015,1.52,5141.68,1420.04,1780.46,0,1941.18,54,1887.18,,organic,2015,StLouis,Missouri
9/27/2015,1.94,3327.1,1305.23,1606.29,0,415.58,4,375.58,,organic,2015,StLouis,Missouri
9/20/2015,1.91,4036.73,1640.48,1871.23,0,525.2,99.38,425.64,,organic,2015,StLouis,Missouri
9/13/2015,1.87,4096.12,1750.38,1766.6,0,579.14,223.62,355.52,,organic,2015,StLouis,Missouri
9/6/2015,1.96,4167.78,1926.96,1973.83,0,266.99,46.67,22.32,,organic,2015,StLouis,Missouri
8/30/2015,1.92,4241.75,1560.1,2046.5,0,635.15,84.69,55.46,,organic,2015,StLouis,Missouri
8/23/2015,1.97,4065.69,1953.8,1730.71,0,381.18,151.3,229.88,,organic,2015,StLouis,Missouri
8/16/2015,2.07,3522.67,1696.14,1464.36,0,362.17,362.17,,,organic,2015,StLouis,Missouri
8/9/2015,1.97,3502.37,2208.98,822.99,0,47.4,47.4,,,organic,2015,StLouis,Missouri
8/2/2015,1.87,3956.75,3129.57,7.16,0,82.2,82.2,,,organic,2015,StLouis,Missouri
7/26/2015,1.91,3005.89,2170.18,19.66,0,816.5,816.5,,,organic,2015,StLouis,Missouri
7/19/2015,1.86,3095.1,1758.23,910.36,0,426.51,19.17,317.34,,organic,2015,StLouis,Missouri
7/12/2015,1.92,4163.22,1501.88,2048.18,0,613.16,2,593.16,,organic,2015,StLouis,Missouri
7/5/2015,1.86,4129.23,2030.29,1664.7,0,434.24,3,44.24,,organic,2015,StLouis,Missouri
6/28/2015,2,3134.16,1101.75,1669.42,0,362.99,63.33,299.66,,organic,2015,StLouis,Missouri
6/21/2015,1.83,3485.49,2154.15,1059.48,0,271.86,125.2,146.66,,organic,2015,StLouis,Missouri
6/14/2015,1.85,2937.84,1911.17,826.83,0,199.84,92.79,17.5,,organic,2015,StLouis,Missouri
6/7/2015,1.92,3892.36,1910.2,1704.54,0,277.62,13.33,174.29,,organic,2015,StLouis,Missouri
5/31/2015,2.06,3762.06,1430.26,2097.71,0,234.9,123.33,11.76,,organic,2015,StLouis,Missouri
5/24/2015,2.04,4105.58,1591.21,2270.74,0,243.63,56.67,186.96,,organic,2015,StLouis,Missouri
5/17/2015,2.01,3450.38,1372.22,1813.6,0,264.56,116.67,147.89,,organic,2015,StLouis,Missouri
5/10/2015,2,3593.05,1577.96,1820.99,0,194.1,8,114.1,,organic,2015,StLouis,Missouri
5/3/2015,2,3240.47,1378.06,1720.88,0,141.53,56.67,84.86,,organic,2015,StLouis,Missouri
4/26/2015,2.03,3030.87,1096.55,1659.18,0,275.14,73.33,21.81,,organic,2015,StLouis,Missouri
4/19/2015,2.09,3324.7,1372.59,1894.04,0,58.7,6.67,51.4,,organic,2015,StLouis,Missouri
4/12/2015,2.05,3217.19,1375.39,1735.13,0,16.67,16.67,,,organic,2015,StLouis,Missouri
4/5/2015,2.13,3420.17,1254.85,2065.32,0,1,1,,,organic,2015,StLouis,Missouri
3/29/2015,2.09,3137.41,1054.01,2013.4,0,7,7,,,organic,2015,StLouis,Missouri
3/22/2015,1.83,3795.21,1305.95,2489.26,0,,,,,organic,2015,StLouis,Missouri
3/15/2015,1.81,3409.93,1321.89,2068.04,0,2,2,,,organic,2015,StLouis,Missouri
3/8/2015,1.65,2261.62,1432.51,675.78,0,153.33,153.33,,,organic,2015,StLouis,Missouri
3/1/2015,1.85,3534.37,1100.28,2330.76,0,13.33,13.33,,,organic,2015,StLouis,Missouri
2/22/2015,1.8,3091.01,1268.18,1776.16,0,46.67,46.67,,,organic,2015,StLouis,Missouri
2/15/2015,1.82,4234.28,1691.45,2272.83,0,27,27,,,organic,2015,StLouis,Missouri
2/8/2015,1.89,3707.77,1601.65,1352.79,0,753.33,753.33,,,organic,2015,StLouis,Missouri
2/1/2015,1.93,2688.02,912.08,1425.94,0,35,35,,,organic,2015,StLouis,Missouri
1/25/2015,1.93,4131.86,1526.97,2031.56,0,573.33,573.33,,,organic,2015,StLouis,Missouri
1/18/2015,1.92,2923.4,2410.28,213.12,0,3,3,,,organic,2015,StLouis,Missouri
1/11/2015,1.84,3762.18,1908.7,1590.15,0,263.33,263.33,,,organic,2015,StLouis,Missouri
1/4/2015,1.8,3597.07,1552.48,1521.26,0,523.33,523.33,,,organic,2015,StLouis,Missouri
12/25/2016,1.36,4173.63,1490.35,349.44,0,2333.84,1183.98,1149.86,,organic,2016,StLouis,Missouri
12/18/2016,1.35,5402.48,2019.34,548.82,0,2834.32,73,214.32,,organic,2016,StLouis,Missouri
12/11/2016,1.53,5358.18,1761.25,573.98,0,322.95,947.22,275.73,,organic,2016,StLouis,Missouri
12/4/2016,1.43,5860.55,1873.62,421.89,0,3565.4,563.33,31.71,,organic,2016,StLouis,Missouri
11/27/2016,1.14,9149.56,1662.91,372.34,0,7114.31,113,5984.31,,organic,2016,StLouis,Missouri
11/20/2016,1.04,10510.27,1377.36,537,0,8595.91,1375.1,722.9,,organic,2016,StLouis,Missouri
11/13/2016,1.49,6840.22,1944.42,545.57,0,435.23,1526.66,2823.57,,organic,2016,StLouis,Missouri
11/6/2016,1.29,7312.47,2297.63,404.07,0,461.77,895,3715.77,,organic,2016,StLouis,Missouri
10/30/2016,1,6655.57,800.43,637.41,0,5217.73,42,4797.73,,organic,2016,StLouis,Missouri
10/23/2016,1.12,10673.47,2556.24,835.53,0,7281.7,197.22,784.48,,organic,2016,StLouis,Missouri
10/16/2016,1.6,8973.5,2383.54,1980.2,0,469.76,836.11,3773.65,,organic,2016,StLouis,Missouri
10/9/2016,1.23,8098.83,320.93,1234.08,0,6543.82,1153.33,539.49,,organic,2016,StLouis,Missouri
10/2/2016,1.23,6734.06,572.55,704.25,0,5457.26,892.77,4564.49,,organic,2016,StLouis,Missouri
9/25/2016,1.5,5873.36,1707.38,708.57,0,3457.41,117.25,244.16,,organic,2016,StLouis,Missouri
9/18/2016,1.54,6740.24,2418.28,838.57,0,3483.39,711.99,2771.4,,organic,2016,StLouis,Missouri
9/11/2016,1.52,4993.15,1134.32,1259.36,0,2599.47,55.38,2544.9,,organic,2016,StLouis,Missouri
9/4/2016,1.06,8505.41,2817.65,568.62,0,5119.14,55.48,563.66,,organic,2016,StLouis,Missouri
8/28/2016,1.04,10875.76,2752.04,1084.38,23.57,715.77,55.24,6465.53,,organic,2016,StLouis,Missouri
8/21/2016,1.88,8616.4,3154.25,2593.44,70.63,2798.8,2788.8,1,,organic,2016,StLouis,Missouri
8/14/2016,1.97,7008.59,2390.91,2720.52,16.27,188.89,1526.11,354.78,,organic,2016,StLouis,Missouri
8/7/2016,1.77,8063.78,2307.37,2240.62,21.65,3494.14,349.81,3.33,,organic,2016,StLouis,Missouri
7/31/2016,1.57,9269.91,2001.3,1662.32,52.23,5554.6,5547.39,6.67,,organic,2016,StLouis,Missouri
7/24/2016,1.69,7057.4,1567.5,1835.55,7.19,3647.16,3647.16,,,organic,2016,StLouis,Missouri
7/17/2016,2,5499.33,1440.8,2535.31,0,1523.22,1523.22,,,organic,2016,StLouis,Missouri
7/10/2016,1.74,5055.17,423.98,1915.03,0,2716.16,2716.16,,,organic,2016,StLouis,Missouri
7/3/2016,1.75,4788.38,398.73,1834.52,8.94,2546.19,2546.19,,,organic,2016,StLouis,Missouri
6/26/2016,1.74,7231.64,1646.65,1916.95,21.42,3646.62,3646.62,,,organic,2016,StLouis,Missouri
6/19/2016,1.83,7924.1,2678.04,2060.17,8.9,3176.99,3176.99,,,organic,2016,StLouis,Missouri
6/12/2016,1.72,8338.7,2197.91,2158,1.77,3981.2,3957.44,23.58,,organic,2016,StLouis,Missouri
6/5/2016,1.96,7048.29,2336.22,2701.21,0,21.86,21.86,,,organic,2016,StLouis,Missouri
5/29/2016,2.2,4151.27,2177.62,1738.92,3.52,231.21,218.9,13.12,,organic,2016,StLouis,Missouri
5/22/2016,2.03,5259.2,2152.85,2715.23,3.51,387.61,34.62,82.99,,organic,2016,StLouis,Missouri
5/15/2016,1.69,6797.21,2767.39,1279.65,0,275.17,315.53,2434.64,,organic,2016,StLouis,Missouri
5/8/2016,1.47,5666.7,1939.42,608.58,0,3118.7,155.45,2963.25,,organic,2016,StLouis,Missouri
5/1/2016,1.3,5153.05,1408.4,528.99,0,3215.66,,3215.66,,organic,2016,StLouis,Missouri
4/24/2016,0.69,12272.56,1593.69,510.56,5.23,1163.8,7.74,1155.34,,organic,2016,StLouis,Missouri
4/17/2016,1.21,4042.51,1101.45,422.83,0,2518.23,,2518.23,,organic,2016,StLouis,Missouri
4/10/2016,0.58,14137.4,668.77,489.85,0,12978.78,61.76,12917.2,,organic,2016,StLouis,Missouri
4/3/2016,0.75,10883.38,1433.66,498.14,5.21,8946.37,11.57,8934.8,,organic,2016,StLouis,Missouri
3/27/2016,0.88,11880.74,2743.43,473.79,0,8663.52,26.47,8637.5,,organic,2016,StLouis,Missouri
3/20/2016,0.9,12334.46,1490.01,578.29,0,1266.16,199.63,166.53,,organic,2016,StLouis,Missouri
3/13/2016,1.1,7739.62,1855.25,429.47,1.74,5453.16,66.9,5386.26,,organic,2016,StLouis,Missouri
3/6/2016,1.82,4095.43,1975.45,548.25,1.74,1569.99,2,1549.99,,organic,2016,StLouis,Missouri
2/28/2016,0.9,11358.36,2968.08,629.17,0,7761.11,2,7741.11,,organic,2016,StLouis,Missouri
2/21/2016,0.82,12382.8,1078.6,801.1,3.49,1499.61,2.55,1479.6,,organic,2016,StLouis,Missouri
2/14/2016,1.71,4744.15,1732.47,659.07,0,2352.61,41.1,2311.51,,organic,2016,StLouis,Missouri
2/7/2016,1.63,4026.22,1245.18,640.98,0,214.6,23.89,2116.17,,organic,2016,StLouis,Missouri
1/31/2016,0.91,8047.41,1065.99,618.9,0,6362.52,28.36,6334.16,,organic,2016,StLouis,Missouri
1/24/2016,0.68,15106.42,1490.93,595.22,5.27,1315,66.82,12948.18,,organic,2016,StLouis,Missouri
1/17/2016,0.98,8688.58,1669.28,655.91,0,6363.39,396.29,5967.1,,organic,2016,StLouis,Missouri
1/10/2016,1.42,6987.04,2159.08,669.21,0,4158.75,926.19,3232.56,,organic,2016,StLouis,Missouri
1/3/2016,0.86,10026.13,1303.08,932.82,5.29,7784.94,83.92,771.2,,organic,2016,StLouis,Missouri
12/31/2017,1.54,12274.98,1689.61,1140.91,0,9444.46,6613.72,283.74,,organic,2017,StLouis,Missouri
12/24/2017,1.67,5123.55,1106.21,841.14,0,3176.2,1584.44,1591.76,,organic,2017,StLouis,Missouri
12/17/2017,1.63,5954.71,949.55,979.61,0,425.55,295.55,193,,organic,2017,StLouis,Missouri
12/10/2017,1.72,5723.01,745.23,1060.12,0,3917.66,1241.12,2676.54,,organic,2017,StLouis,Missouri
12/3/2017,1.81,6102.5,804.3,1175.92,0,4122.28,1492.22,263.6,,organic,2017,StLouis,Missouri
11/26/2017,2,5337.53,654.85,764.6,0,3918.8,1751.12,2166.96,,organic,2017,StLouis,Missouri
11/19/2017,1.64,5820.91,1329.71,678.38,0,3812.82,2116.39,1696.43,,organic,2017,StLouis,Missouri
11/12/2017,1.96,5719.05,10.52,1238.07,0,447.46,241.26,2429.2,,organic,2017,StLouis,Missouri
11/5/2017,1.77,6843.75,1.76,1255.74,0,5586.25,392.93,1665.32,,organic,2017,StLouis,Missouri
10/29/2017,1.8,6098.89,14.42,924.45,0,516.2,3222.62,1937.4,,organic,2017,StLouis,Missouri
10/22/2017,2.02,6578.62,44.43,1254.63,0,5279.56,196.35,3319.21,,organic,2017,StLouis,Missouri
10/15/2017,2.14,7426.84,27.16,1200.53,0,6199.15,22.75,4178.4,,organic,2017,StLouis,Missouri
10/8/2017,2.27,6086.65,19.03,733.82,0,5333.8,224.86,338.94,,organic,2017,StLouis,Missouri
10/1/2017,2.36,6583.11,26.77,913.31,0,5643.3,175.22,3892.81,,organic,2017,StLouis,Missouri
9/24/2017,2.49,2935.97,8.94,475.6,0,2451.43,516.43,1935,,organic,2017,StLouis,Missouri
9/17/2017,2.71,5269.51,31.82,1053.07,0,4184.62,57.77,4126.85,,organic,2017,StLouis,Missouri
9/10/2017,2.69,5157.52,101.21,1107.34,0,3948.97,11.11,3847.86,,organic,2017,StLouis,Missouri
9/3/2017,2.81,4111.66,22.6,2396.41,19.81,1672.84,71.11,161.73,,organic,2017,StLouis,Missouri
8/27/2017,2.84,3591.12,44.1,2900.22,10.77,636.3,19.1,446.2,,organic,2017,StLouis,Missouri
8/20/2017,2.64,4715.07,149.97,2885.47,18.05,1661.58,697.14,964.44,,organic,2017,StLouis,Missouri
8/13/2017,2.28,5429.19,238.64,1946.25,3.6,324.7,174.44,1536.26,,organic,2017,StLouis,Missouri
8/6/2017,2.15,8848.14,1494.5,1378.38,8.88,5966.38,1875.55,49.83,,organic,2017,StLouis,Missouri
7/30/2017,2.11,6858.93,557.82,2534.81,16,375.3,2144.44,165.86,,organic,2017,StLouis,Missouri
7/23/2017,2.22,6999.43,656.83,3501.3,0,2841.3,1491.1,135.2,,organic,2017,StLouis,Missouri
7/16/2017,2.22,7773.43,1987.54,2314.64,1.77,3469.48,1541.1,1928.38,,organic,2017,StLouis,Missouri
7/9/2017,1.79,9693.13,1623.63,2739.55,0,5329.95,5323.28,6.67,,organic,2017,StLouis,Missouri
7/2/2017,1.55,9274.18,136.65,2340.64,3.52,6793.37,663.96,162.41,,organic,2017,StLouis,Missouri
6/25/2017,1.54,8241.57,67.64,1553.87,5.26,6614.8,3648.95,2965.85,,organic,2017,StLouis,Missouri
6/18/2017,1.63,9327.52,797.12,1738.65,10.49,6781.26,3648.33,3132.93,,organic,2017,StLouis,Missouri
6/11/2017,2.05,7973.35,2393.62,2139.09,12.2,3428.44,234.3,1394.14,,organic,2017,StLouis,Missouri
6/4/2017,1.95,9652.72,2373.25,2106.82,0,5172.65,2621.83,255.82,,organic,2017,StLouis,Missouri
5/28/2017,1.9,7251.55,1901.01,1675.52,1.74,3673.28,1672.25,21.3,,organic,2017,StLouis,Missouri
5/21/2017,1.94,7221.48,1450.51,2164.36,3.45,363.16,1618.4,1985.12,,organic,2017,StLouis,Missouri
5/14/2017,1.59,5693.95,229.87,1400.1,0,463.98,115,2913.98,,organic,2017,StLouis,Missouri
5/7/2017,1.7,5974.03,19.6,2127.32,1.73,3825.38,1556.8,2269.3,,organic,2017,StLouis,Missouri
4/30/2017,2.25,4551.65,60.1,3435.94,6.91,148.7,137.18,11.52,,organic,2017,StLouis,Missouri
4/23/2017,1.93,5647.44,305.95,2629.57,12.16,2699.76,2685.29,14.47,,organic,2017,StLouis,Missouri
4/16/2017,2.03,6470.01,1059.73,2846.32,0,2563.96,24.84,163.12,,organic,2017,StLouis,Missouri
4/9/2017,1.42,10153.14,1802.26,1023.4,3.43,7324.5,14,5924.5,,organic,2017,StLouis,Missouri
4/2/2017,1.23,13548.83,1692.44,637.88,0,11218.51,1363.58,9854.93,,organic,2017,StLouis,Missouri
3/26/2017,1.24,11292.61,1579.74,513.18,0,9199.69,93.33,8296.36,,organic,2017,StLouis,Missouri
3/19/2017,1.19,10420.76,1187.88,489,0,8743.88,1218.56,7525.32,,organic,2017,StLouis,Missouri
3/12/2017,1.16,10550.08,840.11,599.7,0,911.27,155.56,854.71,,organic,2017,StLouis,Missouri
3/5/2017,1.23,8150.41,1233.15,462.58,0,6454.68,382.99,671.69,,organic,2017,StLouis,Missouri
2/26/2017,1.18,7139.65,919.14,517.15,0,573.36,1393.75,439.61,,organic,2017,StLouis,Missouri
2/19/2017,1.1,8031.89,990.14,539.15,0,652.6,828.52,5674.8,,organic,2017,StLouis,Missouri
2/12/2017,1.04,10825.69,1444.56,562.93,0,8818.2,1576.67,7241.53,,organic,2017,StLouis,Missouri
2/5/2017,1.32,5630.1,822.78,547.96,0,4259.36,89,3369.36,,organic,2017,StLouis,Missouri
1/29/2017,1.36,6269.88,1315.28,514.22,0,444.38,811.11,3629.27,,organic,2017,StLouis,Missouri
1/22/2017,1.4,6534.61,1189.05,791.05,0,4554.51,1287.78,3266.73,,organic,2017,StLouis,Missouri
1/15/2017,1.45,7588.47,1997.04,657.61,0,4933.82,135,3628.82,,organic,2017,StLouis,Missouri
1/8/2017,1.67,4065.65,1559.52,325.05,0,2181.8,1381.78,799.3,,organic,2017,StLouis,Missouri
1/1/2017,1.46,5850.8,1662.86,413.93,0,3774.1,716.11,357.9,,organic,2017,StLouis,Missouri
3/25/2018,1.82,8210.37,1426.49,2452.5,0,4331.38,3427.78,93.6,,organic,2018,StLouis,Missouri
3/18/2018,1.8,7105.79,1052.26,2821.98,7.09,3224.46,327.79,16.67,,organic,2018,StLouis,Missouri
3/11/2018,1.71,8092.62,1127.67,2916.23,0,448.72,422.23,26.49,,organic,2018,StLouis,Missouri
3/4/2018,1.76,6858.14,982.72,2294.52,0,358.9,354.45,526.45,,organic,2018,StLouis,Missouri
2/25/2018,1.69,7970.31,1546.57,774.53,0,5649.21,3548.89,21.32,,organic,2018,StLouis,Missouri
2/18/2018,1.76,7007.39,1253.21,756.65,3.53,4994,297,224,,organic,2018,StLouis,Missouri
2/11/2018,1.75,7732.34,1448.4,752.88,1.75,5529.31,318.89,251.42,,organic,2018,StLouis,Missouri
2/4/2018,1.69,6493.79,1328.38,666.47,0,4498.94,2696.67,182.27,,organic,2018,StLouis,Missouri
1/28/2018,1.76,6297.35,1399.87,649.18,0,4248.3,236,1888.3,,organic,2018,StLouis,Missouri
1/21/2018,1.77,6887.8,1559.68,823.81,0,454.31,2868.51,1635.8,,organic,2018,StLouis,Missouri
1/14/2018,1.97,8138.94,2054.96,1185.62,0,4898.36,24.4,2893.96,,organic,2018,StLouis,Missouri
1/7/2018,1.49,11148.12,842.57,815.93,0,9489.62,7538.34,1951.28,,organic,2018,StLouis,Missouri
12/27/2015,1.36,42344.22,828.65,23560.51,14.41,1794.65,1794.65,,,conventional,2015,Syracuse,NewYork
12/20/2015,1.36,39365.15,646.68,22231.33,12.89,16474.25,16474.25,,,conventional,2015,Syracuse,NewYork
12/13/2015,1.32,50384.57,773.81,33149.83,5.7,16455.23,16455.23,,,conventional,2015,Syracuse,NewYork
12/6/2015,1.17,50632.73,874.9,34439.57,11.91,1536.35,1536.35,,,conventional,2015,Syracuse,NewYork
11/29/2015,1.41,35852.68,719.36,21285.35,8.89,13839.8,13839.8,,,conventional,2015,Syracuse,NewYork
11/22/2015,1.38,39100.45,846.69,22314.4,34.38,1594.98,1594.98,,,conventional,2015,Syracuse,NewYork
11/15/2015,1.21,51725.93,912.37,34236.71,20.94,16555.91,16364.8,191.11,,conventional,2015,Syracuse,NewYork
11/8/2015,1.23,55560.09,645.86,37788.65,12.84,17112.74,1669.52,422.22,,conventional,2015,Syracuse,NewYork
11/1/2015,1.16,55095.62,1062.84,36281.55,29.66,17721.57,17374.9,346.67,,conventional,2015,Syracuse,NewYork
10/25/2015,1.26,48971.6,935.77,30448.48,18.45,17568.9,16893.34,675.56,,conventional,2015,Syracuse,NewYork
10/18/2015,1.26,48655.18,748.89,28155.56,21.65,19729.8,19364.64,364.44,,conventional,2015,Syracuse,NewYork
10/11/2015,1.32,45170.5,1054.4,27690.82,26.06,16399.22,15861.44,537.78,,conventional,2015,Syracuse,NewYork
10/4/2015,1.34,41904.06,1777.42,22698.79,10.41,17417.44,16884.11,533.33,,conventional,2015,Syracuse,NewYork
9/27/2015,1.16,54194.93,925.8,43139.43,19.65,111.5,9981.16,128.89,,conventional,2015,Syracuse,NewYork
9/20/2015,1.44,37045.75,775.55,27299.15,29.82,8941.23,8492.34,448.89,,conventional,2015,Syracuse,NewYork
9/13/2015,1.44,43060.6,882.3,30696.69,45.47,11436.14,196.58,475.56,,conventional,2015,Syracuse,NewYork
9/6/2015,1.36,48358.73,675.27,37504.92,97.12,181.42,181.42,,,conventional,2015,Syracuse,NewYork
8/30/2015,1.2,53699.67,601.15,43932.05,102.42,964.5,964.5,,,conventional,2015,Syracuse,NewYork
8/23/2015,1.44,42933.81,579.09,30616.05,77.91,1166.76,1166.76,,,conventional,2015,Syracuse,NewYork
